id	Tweet	Claim	Stance	Premise
247582500	@Asif786Raja @LOGANGAIN1 @ganseyman @Jen2Gain @ginestarros @balistyle78 @italianostyle2 @TabletWallpaper @luisalarosa @ElisaElisa110 @V1ctor1aDiane @izakira3 @SevenGodess @khalidaajzi @glenton123 @EternoPantera @mamiRD_ Pleasure dear :sparkles::tulip::leaves: @Asif786Raja  :two_hearts::tulip::leaves:	stay at home orders	NONE	0
2086953371	Schools and teachers overnight transformed themselves. It was schools and teachers who engaged children and lifted their spirits by involving them in meaningful activities.	school closures	NONE	0
5861963463	The 6,666 innocent lives taken since abortion became legal, or the increase in suicide deaths from effects of lockdown gets no discussion.   Either life matters or it doesn't.   It's clear that this shower of WHO bootlickers don't give a damn about us.	stay at home orders	NONE	0
1224324607	:notes::arrow_forward:Die for your head @durttyimusicNG On #Totorimuzik  #spinning:repeat_one: LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO	stay at home orders	NONE	0
2212351	People saying that schools and the economy could already be opened, with significantly less danger and financial distress, if we just handled the virus as well as most other countries are missing the point! COVFEFE! @realDonaldTrump	school closures	FAVOR	1
1349081	Fredrick Ingram, president of Florida's largest teachers' union has accused DeSantis, tЯump of playing politics with children's lives as they continue to push for schools to reopen even as new coronavirus cases are on the rise in Florida and across the country.	school closures	FAVOR	1
2106560438	@schintan19882 A very bad situation is happening in Gujarat..:expressionless:	stay at home orders	NONE	0
2825736375	:notes::arrow_forward:Corny @heisrema   On #TRENDVILLA @fomaliciousbabe @Akpos_carrytalk @Djitchyfingazz #spinning:repeat_one: LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO	stay at home orders	NONE	0
3816082649	Any parent who puts a mask over their child's face is guilty of child abuse.   #ChildAbuse	school closures	NONE	0
2280011077	#SaveOurSchools Schools are doing the best they can &amp; government should undstd &amp; appreciate the efforts behind running an Online classes in today's  pandemic time. I am sure things will look bright soon.   Let support our schools	school closures	NONE	0
314069	@realDonaldTrump get rid of Bill Gates buddy Fauci &amp; higher  Dr. Scott Adams where he actually knows the data &amp; facts of the #ChinaVirus  Bill Gates loves Epstein Island Fauci is his buddy in crime. I do not want pedo's telling me how to care for myself or my kids!!	school closures	AGAINST	1
1023257	#RecallGavin2020 Newsom/Pelosi #CrimeFamily this clowns are destroying people’s livelihoods all for a virus that people have a 99.8% chance of surviving!	stay at home orders	AGAINST	1
1100535804	:notes::arrow_forward:Oringo @2niteFlavour    On #TRENDVILLA @fomaliciousbabe @Akpos_carrytalk @Djitchyfingazz #spinning:repeat_one: LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO	stay at home orders	NONE	0
3459266731	:notes::arrow_forward:Future Bright @rickross    On #trendmuzikblast @Djitchyfingazz #spinning:repeat_one: LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO	stay at home orders	NONE	0
2189363248	:notes::arrow_forward:Problem #kaptain   On #trendmuzikblast @Djitchyfingazz #spinning:repeat_one: LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO	stay at home orders	NONE	0
2336852	@devisridhar Bollocks, from One of the many experts that procedere to be clueless on this simple corona virus The only One worth listening is Prof. Gupta and Dr Tegnell of course. Sweden out of covid with NO LOCKDOWN and	face masks	NONE	0
55933	@RhapsoDani Me And EVERY ONE IF MY FRIENDS AND FAMILY all over the country  We're staying put as much as possible #StaySafe  #StayAtHome  #StayAtHomeSaveLives  #StaySafeStayHealthy  #MaskUp  #WearYourMaskFL	face masks	FAVOR	0
481905	The Stubbornness from the @DBE_SA is out of this world...scientific evidence is there, Covid-19 is on its peak now, they waiting for those graves to be filled first then act?	school closures	NONE	1
3680300	@mdnij34 Angry, why I can't go out, I'll slap a Karen back to last Thursday.	stay at home orders	AGAINST	0
4039649049	:notes::arrow_forward:Panda cover @iam_YCee    On #BREAKETIMESHOW @Archchildify @Djitchyfingazz #spinning:repeat_one: LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO	stay at home orders	NONE	0
4247157736	You :backhand_index_pointing_right_medium-light_skin_tone:----------5KM ----------:backhand_index_pointing_left_medium-light_skin_tone: Me.  Stay at home.   #StayHome #IStandWithDan	stay at home orders	NONE	0
3938504838	@thecjpearson They need mail in voting. In order to accomplish that they need to instill fear and keep schools and universities closed.	face masks	NONE	0
835273896	@ResproUK These masks have exhalation valves; they should not be allowed on #publictransport against #Covid_19.	face masks	NONE	0
2929669	I will be angry if I happily man ED wearing N95 entire time, stopped counting high-risk procedures or + pts, batch shifts to sequester in hotel to protect #CHD 13yo daughter, test 9x neg, all in last 6mo only to get #COVID19 from stranger w/ no mask.  AL pls	face masks	FAVOR	1
2600603646	#SaveOurSchools Really? Then why are the schools are not spending their everyyear's multi crores profit as a salary to their teachers. Don't make people fool by playing psychological propaganda in the name of student &amp; teachers by trending	school closures	NONE	0
1963195	I live in King County, two towns from the epicenter of COVID-19  Schools are open but 1/2 full  At elem schools, kids sneeze, spit when talking, eat from a salad bar &amp; might be carriers w few symptoms  CLOSE, subsidize needed school lunches &amp; send teachers home	school closures	FAVOR	1
2596483	why wait for STUDENTS! yes! FUCKING STUDENTS! to get the corona virus before closing schools! close schools before the virus spreads further!	school closures	FAVOR	1
3836982	Mask wearing is the new religion. Everyone is doomed if you don’t join their life saving ideology. #WakeUpAmerica #FearControlsPeople #DrainTheSwamp	stay at home orders	AGAINST	1
226260	With schools closed because they cannot afford the costs involved, and lack of stimulus of any kind, unfortunately the students will miss an important part of what they needed to normalise - the teachers @CMOGuj @vijayrupanibjp @imBhupendrasinh	school closures	AGAINST	1
2381553184	@Reuters Gotta love these idiots screaming about healthcare decisions should be private, personal. They also advocate that women should be able to choose to take the pill? Have an abortion? Btw women's pill/ abortion choices won't cause you to get a life threatening virus.	face masks	NONE	0
3046793	@HL23 I was at @ShopprsDrugMart yesterday and the lady behind me was refused entry for not having a mask, it was great!	face masks	FAVOR	0
81882	@helaineolen The virus did not do anything. Shutting business that resulted in massive unemployment and shutting schools, if anything, was and continues to be a possible issue that may adversely hurt those with less resources. The govt respose is the problem and must end.	stay at home orders	AGAINST	1
1541891475	:notes::arrow_forward:Toosie slide @Drake  On #trendmuzikblast @Djitchyfingazz #spinning:repeat_one: LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO	stay at home orders	NONE	0
6564222738	@BardsFM @POTUS No. He wore a mask to visit sick patients. I will do that too. I don't visit hospitals. No mask. @POTUS @realdonaldtrump	face masks	NONE	0
2952456463	@Debra4KAG time to expose gavin newsom....for what he is, a militant anti-American  #fraud #NoMasks #EndTheNightmare	stay at home orders	NONE	0
1183435	@andrewbostom The problem is the liberal media #FakeNewsMedia and @Democrats don’t want the truth or real data - wake up Americans and yell  We are mad as hell and won’t take it anymore! @GovInslee @washdems @POTUS #NoMasks	stay at home orders	AGAINST	0
2200002	If u ain’t sick we all finna have a ton of time to stay home and workout because of quarantine. Become a skinny legend :clapping_hands_medium-light_skin_tone: #coronapocolypse #COVID2019 #coronavirus	school closures	FAVOR	0
1590193	My morning train to London. Still on about 1/4 full and at least 90% wearing masks.  When are people going to wake up and take back their lives?   #newabnormal #covidhoax	face masks	AGAINST	1
1741244005	Any business owners out there have a 20yr old inspector come to your office/place of business yet to instruct you on how to use hand sanitizer &amp; disinfectant?:expressionless:  Its happening in Pennsylvania  PS Theres a plexiglass shortage   #COVIDIOTS  #coronavirus	stay at home orders	NONE	0
3055153666	@GOPLeader Excuse me, but your president said no more testing. You’d better suck it up buttercup! And	face masks	NONE	0
3842091	During these testing times Gujarat government should support schools that are finding new ways to bring normalcy in the lives of the school going children. #SaveOurSchools #mychildmychoice  @PMOIndia @narendramodi @imBhupendrasinh @vijayrupanibjp @CMOGuj	school closures	AGAINST	0
2782717488	Love this ER Physician, Dr. Desmond Carson right now on @AC360! Criticism that everyone needs to listen to! #Covid_19 #TrumpVirus	face masks	NONE	0
2333921	@CheyenneNDN @Glowysoe @RobynFlowers18 @OGKBEAR @Dadilicious2 @KingRezizt @WeinreichHolly @realCheeto1 @NicoleNunn20 @ccsllew @AmateurMmo @Pittsburgbitch @leahbake @Duke_of_Phale @Burgh_bitch @cookiem89151957 @TroianoNic @JTSand138138 @TrumpBear4 @comeundone0 @AndyPadrutt @BResisting @JoeBiden @MeidasTouch @Eiggam5955 @brianlewis3282 @waltsimsjr @onit1977 @jenjones207 @BigPixieKiss @Flyin_Nrs @Peatches66 @Boomer818 @Jeff_resist @babaloo2 @TruthfulReal1ty @BradyBoo75 @AngBonCan @Wikweko @Brentp56 @WilliamFPeters2 @BackNBlack1975 @CapAmerica1111 @BogdanoffElaine @TCRG2012 @YetiEye @100Mohawk @BrahmaGreg @Rob83753057 @RandomFSM I don't get the fight against facemasks. Ppl have worn clothes, shoes, hats, etc for years. Ppl wear seatbelts &amp; helmets. Athletes wear padding. Men wear condoms. No one ranted that rights were being violated when all of that stuff became a thing.	face masks	FAVOR	0
3247130	@TheLucDevine If anything it was overreacted,   The virus is live but is far less dangerous and you cant fight it,   Live and let live  #endlockdown	stay at home orders	AGAINST	1
3326643	@bossmanomega22 @DeAnna4Congress Exactly a humanity issue! Thanks for recognizing that people need to put on mask to protect one another. This virus affects everybody differently.	face masks	FAVOR	1
3144646828	@SenSanders It means that they are lazy bums and don’t want to go to work. No Federal unemployment benefits	stay at home orders	NONE	0
2749273475	@Laober22 @SarahBCalif @GavinNewsom That's B.S.	stay at home orders	NONE	0
4062979005	It would be great if we had a national service requirement and your two-year commitment would be covered (no pun intended) by wearing a mask for eight weeks. #SaveOurBusinesses	school closures	NONE	0
1181339	The hassle and pointless wearing of masks has pushed us to online shopping with Ocado.	face masks	AGAINST	1
2070184972	@mchooyah Communism destroys optimism.	stay at home orders	NONE	0
